ts_iso,block,run_id,branch_sha,who,skew_s_before,upper_bringup_ts,station_nodes,container_participants,activation_ts,deactivation_ts,max_meas_offset_rad_json,faults,mem_used_gb_max,verdict,verdict_reason,log_path,notes
2026-09-02T17:29:21+02:00,T6.1 first remote rollout (ACT right arm; ep163 frame 0; shape mismatch allowed),t6_act_172921,cbbb7fc,julian,~0.1 (synced 17:2x),2026-09-02T17:23,cameras up,0 containers; 1 native participant,2026-09-02T17:29:24,n/a (stack FATAL at +0.49 s; deactivate timed out),n/a (measured stream frozen from activation),2 FATAL (right ctrl: no valid GELLO state; launch shut down),n/a,FAIL — stack FATAL 0.5 s after activation; policy UNMEASURED,command stream not fresh in the post-activation window (4 publishes/0.6 s at activation; reset + 1.44 s first inference; keep-alive ~5 Hz; stamp age 1.076 s),outputs/rig/munich_2026-09-01/t6_act_20260902_172921/,R-64; 90 ticks/30 s (RTT 0.45 s blocks the loop); U-27/U-28/U-29 fixes in flight
2026-09-02T17:41:53+02:00,T6 diag: cameras on + dummy adapter (right arm hold),t6diag_174153,cbbb7fc,julian,<0.05 (synced 17:39),2026-09-02T17:40:11,cameras up,0 containers; 1 native participant,2026-09-02T17:41:55,2026-09-02T17:42:15,{"right": 1.9e-05},0,n/a,PASS — 11 publishes/0.6 s; 399 ticks/20 s; gap 0.055; stack survived,camera load alone does not starve the stream; held-left stale-stamp warnings (0.50 s) on the inactive controller,outputs/rig/munich_2026-09-01/t6diag_20260902_174153/,R-65
2026-09-02T18:14:44+02:00,T6.1 retry with U-27/28/29 code,t6_act_181444,f648c1e,julian,<0.05 (synced ~18:05),2026-09-02T18:0x,cameras up,0 containers; 0 participants (failed before ros_session),n/a,n/a,n/a,0,n/a,FAIL before the robot — websocket handshake timeout (10 s),tunnel transport dead (idle since 17:30; server replaced by the colleague at 18:02 and logged no client until 21:38),outputs/rig/t6_act_181444.log (on ebimHP; not archived),R-66; U-30; second attempt 18:2x exit=1 log unread
2026-09-03T09:38:58+02:00,T6.1 FIRST closed-loop policy rollout (ACT right arm; ep163 frame 0; wrists 848 wide; U-26 open),t6_act_093858,4c4c0e5 (marker b708c0a),julian,<0.05 (synced ~09:10),2026-09-03T09:1x,cameras up; watcher up,0 containers; 1 native participant + 3 camera workers,2026-09-03T09:39:02,2026-09-03T09:39:32 (confirmed),{"right": 0.288 (j7); "left(held)": 0.011},0 (0 Rejecting),n/a,MECHANISM PASS / task ABSENT — approach to ~ep163 f200 pose in 10 s then hover 20 s; gripper never < 0.86,U-27/28/29 first measured: cadence 20 Hz; warm-up 0.61 s; 587 ticks/30 s; 70 chunks; starved 0; infer median 0.277 s; keepalive max 0.102 s,outputs/rig/munich_2026-09-01/t6_act_20260903_093858/,R-67; confounds U-21 (wrist shape) + U-26 (slew cap); clamped 30.8 % max_req_delta 0.39
2026-09-03T10:04:23 t6_act_100423 31.8 0.41 588 70+02:00,T6.1 ACT rollout repeat (PRE-splice code; wrists 848 wide; U-26 open),,4c4c0e5 code (marker b708c0a; splice deployed 10:11:48 AFTER these),julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,n/a,self-deactivation confirmed,{"right": ~0.24 (j7)},0 (0 Rejecting),n/a,MECHANISM PASS / task ABSENT — approach then hover with wiggle,repeat of R-67; clamped  %; max_req_delta ; ticks ; chunks ; starved 0,outputs/rig/munich_2026-09-01/t6_act_20260903_100649/ (10:06 archived; others on ebimHP),R-70; U-31 still unmeasured
2026-09-03T10:05:45 t6_act_100545 26.7 0.29 588 69+02:00,T6.1 ACT rollout repeat (PRE-splice code; wrists 848 wide; U-26 open),,4c4c0e5 code (marker b708c0a; splice deployed 10:11:48 AFTER these),julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,n/a,self-deactivation confirmed,{"right": ~0.24 (j7)},0 (0 Rejecting),n/a,MECHANISM PASS / task ABSENT — approach then hover with wiggle,repeat of R-67; clamped  %; max_req_delta ; ticks ; chunks ; starved 0,outputs/rig/munich_2026-09-01/t6_act_20260903_100649/ (10:06 archived; others on ebimHP),R-70; U-31 still unmeasured
2026-09-03T10:06:49 t6_act_100649 26.9 0.37 587 70+02:00,T6.1 ACT rollout repeat (PRE-splice code; wrists 848 wide; U-26 open),,4c4c0e5 code (marker b708c0a; splice deployed 10:11:48 AFTER these),julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,n/a,self-deactivation confirmed,{"right": ~0.24 (j7)},0 (0 Rejecting),n/a,MECHANISM PASS / task ABSENT — approach then hover with wiggle,repeat of R-67; clamped  %; max_req_delta ; ticks ; chunks ; starved 0,outputs/rig/munich_2026-09-01/t6_act_20260903_100649/ (10:06 archived; others on ebimHP),R-70; U-31 still unmeasured
2026-09-03T10:17:39+02:00,T6.1 ACT rollout — FIRST with the U-31 nearest splice,t6_act_101739,86a8660,julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T10:17:43,2026-09-03T10:18:13 (confirmed),{"right": ~0.28 (j7)},0 (0 Rejecting),n/a,MECHANISM PASS / splice WRONG WAY — shifts +11 mean; starved 413/587; task ABSENT (approach then hold),chunk anchored at measured pose vs splice searching the commanded target + near-stationary chunks (arbitrary argmin) → exhaustion → hold; fix U-32 (leash to measured + measured-anchored splice + tie-break),outputs/rig/munich_2026-09-01/t6_act_20260903_101739/,R-71
2026-09-03T10:54:57+02:00,T6.1 ACT rollout — FIRST with U-32 leash (measured-anchored splice + leash-to-measured),t6_act_105457,46fa6bb,julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T10:55:04,2026-09-03T10:55:34 (confirmed),{"right": 0.15 (j1/j3/j6/j7; leash-bound)},n/a (no companion access this session — no ssh),n/a,MECHANISM PASS / TASK ABSENT,U-32 leash landed: starved_ticks 16 (R-71: 413); splice shifts small (-12.9..+2.0); hand-over now a 0.15 rad sawtooth = leash width (cmd_lead_rad_max 0.150; leash_active_pct 19.9%); binding constraint now the companion's 0.5 rad/s slew cap (U-26) + wrist res (U-21),outputs/rig/munich_2026-09-01/t6_act_20260903_105457/t6_act_105457.log,R-72; U-32 CLOSED (measured)
2026-09-03T11:06:34+02:00,T6.1 ACT rollout repeat — same T6-6 line as R-72; BEFORE the site changes (wrists 848x480 + --allow-camera-shape-mismatch; max_goal_velocity 0.5 rad/s),t6_act_110634,46fa6bb,julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T11:06:37,2026-09-03T11:07:08 (confirmed),{"right": 0.15 (j6/j7; leash-bound)},n/a (no companion access this session — no ssh),n/a,MECHANISM PASS / TASK ABSENT,Repeat of R-72 run by the operator on their own; 588 ticks 70 chunks; starved/dropped/stale 0; clamped 171 (29%); infer median 0.29s; arrival_jump mean 0.155 max 0.266 rad; splice_shift mean +1.04 (max -7.2); leash_active 15.0% (88/588); cmd_lead_rad_max 0.15; activation_to_first_cmd 0.51s; keepalive max 0.10s; same sawtooth signature as R-72 (repeatability sample),outputs/rig/munich_2026-09-01/t6_act_20260903_110634/t6_act_110634.log,R-72b; repeatability sample of R-72; U-21 (wrist res) and U-26 (velocity cap) confounds both still open at run time
2026-09-03T11:28:59+02:00,T6.1 ACT rollout — FIRST run with both site confounds removed (wrists 640x480 via configs/d405_color_640x480.yml; no --allow-camera-shape-mismatch; companion max_goal_velocity 1.0 rad/s in both controllers.yaml copies) plus --chunk-dump,t6_act_112859,0748bcd,julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T11:29:03,2026-09-03T11:29:33 (confirmed),{"right": 0.15 (j6/j7; leash-bound)},n/a (no companion access this session — no ssh),n/a,MECHANISM PASS / TASK ABSENT,U-21 and U-26 both closed as confounds here; both controllers logged max_goal_velocity = 1.000 rad/s; 587 ticks 69 chunks; starved/dropped/stale 0; clamped 155 (26.4%); infer median 0.28s max 0.48s; arrival_jump mean 0.142 max 0.291 rad; splice_shift mean -0.57 (early -2..-7.2 late +1..+2); leash_active 10.2% (60/587); cmd_lead_rad_max 0.15; state_age max 0.023s; activation_to_first_cmd 0.52s; hover speed p95 0.5-0.6 rad/s max 0.8 (the 0.5 cap gone; U-26 no longer binding); gripper cmd min 0.633 meas min 0.55 (lowest yet; no grasp); chunk dump saved 69 chunks — reveals a policy/executor limit cycle (row0 systematically offset from measured-at-arrival; every chunk descends on j1/j7 within its horizon yet the arm never drifts that way) — the current best explanation of the hover (U-33 ensemble splice in flight; U-34 corpus offset check in flight),outputs/rig/munich_2026-09-01/t6_act_20260903_112859/t6_act_112859.log,R-74; chunk dump outputs/rig/t6_chunks_112859.npz; U-26 re-measured — sawtooth persists at 1.0 rad/s so the mechanism is the limit cycle not the velocity cap
2026-09-03T11:45:05+02:00,T6.1 ACT rollout — U-34's predicted fix: --chunk-splice index; identical to R-74 otherwise (wrists 640x480; slew cap 1.0 rad/s; leash 0.15 default) plus --chunk-dump,t6_act_114505,0748bcd,julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T11:45:09,2026-09-03T11:45:39 (confirmed),"{""right"": 0.15 (j6/j7; leash-bound)}",n/a (no companion access this session — no ssh),n/a,MECHANISM PASS / TASK ABSENT,"588 ticks 69 chunks; starved/dropped/stale 0; clamped 217 (36.9%); infer median ~0.3s; arrival_jump mean 0.196 max 0.332 rad (measured against the leashed command which leads the arm by up to 0.15 — not comparable one-to-one with nearest's); splice_shift 0 by construction; leash_active 19.2% (113/588); cmd_lead_rad_max 0.15; activation_to_first_cmd 0.51s; self-deactivation; exit 0; pose (right j1..j7) t=5 [1.29,-0.63,-1.63,-1.96,-1.84,2.12,-0.06] t=10 [1.20,-0.63,-1.54,-1.96,-1.73,2.11,-0.10] t=20 [1.37,-0.64,-1.65,-1.92,-1.77,2.04,0.16] t=30 [1.38,-0.63,-1.66,-1.94,-1.88,2.03,0.19]; hover last 15s p2p [0.22,0.04,0.24,0.15,0.19,0.25,0.36]; command reversals 55-72 per joint; L2 distance to ep163 f200 min 0.68 (R-74: 0.82); gripper cmd min 0.985 (never closes) — same hover as R-74; the executor choice does not change the outcome; new open question U-35 (chunk #1 at the verified start pose disagrees with the demo's own frame-0 action — see doc 16)",outputs/rig/munich_2026-09-01/t6_act_20260903_114505/t6_act_114505.log,R-75; chunk dump outputs/rig/munich_2026-09-01/t6_act_20260903_114505/t6_chunks_114505.npz; U-33 ensemble parked (no overlap at 21 rows / 0.45s RTT); U-35 opened
2026-09-03T12:01:00+02:00,"U-35 wire probe — episode 163's RECORDED frame-0 observation (head 720x1280, wrists 480x640 RGB uint8, 27-dim state incl. recorded wrenches) through the rig's own client path (RemoteBackend JPEG -> websocket tunnel -> served ACT -> adapter); diffed the returned 21x15 chunk against the demo's actions[0:21]",u35_wire_f000,a33dd40,julian,n/a,n/a,n/a (--no-ros; no arm session),0 containers; 0 participants (--no-ros),n/a,n/a,n/a (no arm; wire probe only),0,n/a,WIRE MISMATCH (script's 0.05 rad threshold) — but arm path confirmed faithful,"Served row 0 right arm [1.5113,-0.6192,-1.2417,-1.8147,-1.3635,0.9878,0.6257] vs demo [1.5411,-0.6314,-1.2884,-1.8178,-1.3498,1.0134,0.6101]: per-joint |diff| j1 0.030 j2 0.012 j3 0.047 j4 0.003 j5 0.014 j6 0.026 j7 0.016; per-row max|diff| 0.058 at row 0 rising to 0.18 at row 20 (max = gripper dim, served 0.99 vs demo 0.81; j6/j7 0.13 behind by row 20). Frames 100 and 200 behaved the same (operator report). Row-0 diff (0.03-0.05 rad) is far smaller than the 0.15-0.2 rad gap seen from the live observation at the same joint state (R-74/R-75) -> the arm/wire path is not the gap. Same-day code audit (scratchpad obs_pipeline_audit.md) found no code mismatch: ROS decode honours encoding with BGR->RGB (camelo/contracts.py:707-731), wire PIL->PIL (camelo/policy/wire.py:47-57), no resize with image_transforms.enable=false, identity camera rename map, wrench topics/units identical, gripper chain confirmed.",outputs/rig/u35_wire_f000.log (on ebimHP only; not archived here),"U-35 narrows to (a) live image appearance vs the recordings (lighting/shadow/exposure/colour, wrist views never compared at pixel level) or (b) live wrench values (never printed on the rig); pad-row check found: live head pad row teal,teal,RED,teal at x~438,529,626,730 px (75 px spacing) vs episode 163 frame 0's RED,teal,teal,teal at 615,697,772,839 (97 px spacing) -> the scene itself was mis-set (see R-76)"
2026-09-03T12:11:05+02:00,"T6.1 ACT rollout — scene corrected per overlay (live_head_120647.png, overlay mean 33.2 vs corpus; red pad centroid 617px vs 615px corpus, teals to the right, target board coincident); identical line to R-75 (index splice, chunk dump, wrists 640x480, slew cap 1.0 rad/s)",t6_act_121105,"0748bcd + dummy-client files (uncommitted local changes to run_dummy_client.py/dummy_obs.py, unrelated to this rollout)",julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T12:11:09,2026-09-03T12:11:39 (confirmed),"{""right"": 0.15 (j6/j7; leash-bound); ""left(held)"": 0.15 (j5)}",0 (0 Rejecting),n/a,MECHANISM PASS / TASK ABSENT,"588 ticks 69 chunks; starved/dropped/stale 0; clamped 239 (40.6%); infer median 0.286s max 0.487s; arrival_jump mean 0.204 max 0.323 rad; splice_shift 0 by construction (index); leash_active 13.6% (80/588); cmd_lead_rad_max 0.15; activation_to_first_cmd 0.514s; start_pose_max_err 0.00033 rad; self-deactivation confirmed; exit 0; chunk #1 row 0 - demo f0 [+0.17,0,-0.18,+0.01,-0.05,+0.22,+0.17] (R-75: [+0.19,0,-0.18,+0.02,-0.02,+0.19,+0.18]) - unchanged by the scene correction; pose (right) t=5 [1.36,-0.64,-1.61,-2.00,-1.79,2.01,0.19] t=10 [1.41,-0.64,-1.59,-2.07,-1.83,1.96,0.58] t=20 [1.39,-0.63,-1.59,-1.99,-1.79,1.92,0.34] t=30 [1.35,-0.64,-1.61,-1.98,-1.78,2.06,0.18]; hover last 15s p2p [0.27,0.04,0.18,0.26,0.18,0.30,0.58]; L2 to demo f200 min 0.84 (R-75: 0.68); gripper cmd min 0.957 (never closes) - same hover as R-75, the scene fix did not change the mechanism",outputs/rig/munich_2026-09-01/t6_act_20260903_121105/t6_act_121105.log,"R-75; chunk dump outputs/rig/munich_2026-09-01/t6_act_20260903_121105/t6_chunks_121105.npz; verdict: the pad layout was not the cause; U-35 narrows to live image appearance vs the recordings or live wrench values (see R-77, wire proven faithful); score.txt beside the CSV (tools/rig_probes/score_t5_trace.py)"
2026-09-03T12:15:58+02:00,"T6.1 ACT rollout — FIRST synchronous plan-then-execute run (--no-async-inference --chunk-time-base arrival --chunk-splice index --replan-steps 10), commit 23ee7e9's --chunk-time-base arrival on top of R-76's line (wrists 640x480, slew cap 1.0 rad/s); scene = episode 163 frame 0 corrected at 12:06",t6_act_121558,ce9c66d (0748bcd + U-35 probe tools + 23ee7e9),julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T12:16:0x,2026-09-03T12:16:3x (confirmed),"{""right"": 0.15 (leash-bound, sync loop)}",0 (0 Rejecting),n/a,"MECHANISM PASS / TASK: FIRST FULL SEQUENCE (approach, close, transport) — grasp/placement pending operator visual report","369 ticks in 30s (sync loop, not 20 Hz async); 33 chunks; starved 0; clamped 78 (21.1%); infer mean ~0.35s (arm holds under keep-alive during inference); arrival_jump mean 0.128 max 0.291 rad; leash_active 11.9%; keepalive_republished 73; max_publish_gap 0.36s (fault threshold 2.0s); activation_to_first_cmd 0.36s; self-deactivation; exit 0; chunk #1 row0 - demo f0 [+0.16,0,-0.18,+0.01,-0.04,+0.22,+0.16] (unchanged from R-75/R-76 — the observation gap U-35 persists); median row0 - observed state [+0.067,-0.005,-0.089,+0.015,-0.046,+0.047,+0.053], chunk mean - state ~0 except j7 -0.07; row20-row0 [-0.14,0,+0.18,-0.01,+0.07,-0.04,-0.24]; pose (right j1..j7) t=2 [1.50,-0.64,-1.44,-1.93,-1.59,1.46,0.47] t=5 [1.63,-0.64,-1.76,-1.97,-1.85,1.83,0.47] t=10 [1.74,-0.64,-1.87,-2.03,-1.86,1.81,0.98] t=15 [1.75,-0.65,-1.91,-2.01,-1.89,1.87,0.90] t=20 [1.98,-0.66,-2.21,-1.90,-2.00,2.10,1.08] t=25 [2.18,-0.75,-2.47,-1.64,-1.89,2.31,0.40] t=30 [2.18,-0.78,-2.51,-1.55,-1.69,2.44,-0.03]; gripper command 1.00 until 7s, ramps 0.99(8s)->0.49(15s)->0.21(20s), stays 0.20-0.21 (demo's own closed value) to the end; measured <0.3 from 16.2s, 0.02 from 21s; sequence = approach (0-7s) -> close (8-19s, slower than the demo's ~1s at frame 151=7.5s) -> transport to j1 2.18/j3 -2.51 (demo post-grasp f250-f400: 2.29/-2.55) by 24s -> hold closed, never re-opens (demo opens at f519); j1 ratchets up ~+0.03/chunk because each chunk restarts ~0.07 rad above the observed pose and its first 10 rows do not descend that far; every earlier run R-67..R-76 hovered with gripper >= 0.63 — this is the first full task sequence",outputs/rig/munich_2026-09-01/t6_act_20260903_121558/t6_act_121558.log,"R-78; chunk dump outputs/rig/munich_2026-09-01/t6_act_20260903_121558/t6_chunks_121558.npz; score outputs/rig/munich_2026-09-01/t6_act_20260903_121558/score.txt; new open question U-36 (sync plan-then-execute vs async — six async runs hovered, this sync run produced the sequence; candidates: stationary-arm observation, verbatim row 0-9 execution, or the ratchet accidentally driving the approach; needs repeats n>=3 and the async control with --chunk-time-base arrival); U-35 persists (chunk #1 identical); verdict pending operator visual report on grasp/pad contact"
2026-09-03T14:12:35+02:00,"T6.1 VLA-JEPA rollout v00 (checkpoint 30000, port 8766) — sync plan-then-execute, --replan-steps 7 (chunk horizon 7)",t6v_v00_141235,"0f32375 (our clone ~/workspace/camelo-ebim-jo, --seed 0; checkpoint mounted read-only from the colleague's checkout)",julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T14:12:40,2026-09-03T14:13:10 (confirmed),"{""left(held)"": 0.0002; ""right"": 0.15 (leash-bound)}",0 (0 Rejecting),n/a,MECHANISM PASS / TASK ABSENT,"317 ticks (30s, sync loop); 39 chunks; infer median 0.377s max 0.580s; clamped 317/317 (100%); leash_active 315/317; first chunk row0 - demo f0 [+0.34,+0.03,-0.41,+0.10,-0.02,+0.30,-0.16] (wire probe at the recorded frame was <=0.04 rad -- the served chunk disagrees with itself once driven through the rig's own live observation); arm jumped within 2s to right [1.94,-0.59,-1.71,-1.51,-1.47,1.28,0.41] and froze (p2p last 15s <=0.12); gripper cmd 1.0; L2 to demo f200 min 1.83; VLA-JEPA's 7-row (0.35s) chunk is shorter than the measured 0.37s round trip",outputs/rig/munich_2026-09-01/t6v_v00_141235/t6v_v00_141235.log,"R-81 (v00); wire probe (recorded frame 0) served row0 [1.547,-0.597,-1.306,-1.826,-1.349,1.038,0.652] vs demo [1.541,-0.631,-1.288,-1.818,-1.350,1.013,0.610] <=0.04 rad, steady RTT 0.24s (first call 2.5s warm-up); score.txt beside the CSV"
2026-09-03T14:33:09+02:00,"T6.1 VLA-JEPA rollout v01 (checkpoint 30000, port 8766) — async, arrival-time base, index splice, --replan-steps 1",t6v_v01_143309,"0f32375 (our clone ~/workspace/camelo-ebim-jo, --seed 0; checkpoint mounted read-only from the colleague's checkout)",julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T14:33:14,2026-09-03T14:33:44 (confirmed),"{""left(held)"": 0.0003; ""right"": 0.15 (leash-bound)}",0 (0 Rejecting),n/a,MECHANISM PASS / TASK ABSENT,"587 ticks (30s, 20Hz); 60 chunks; starved 199; clamped 364; leash_active 65.8%; L2 to demo f200 min 1.65; gripper cmd 0.99; operator: ""moves, moves back to an earlier joint state on the same trajectory, moves again"" -- each chunk re-executed from its row0 = the pose observed one round trip earlier (arrival-time base re-commanding stale poses under starvation)",outputs/rig/munich_2026-09-01/t6v_v01_143309/t6v_v01_143309.log,"R-81 (v01); same wire probe as v00 (<=0.04 rad, RTT 0.24s); verdict both v00/v01: mechanism PASS, task ABSENT -- VLA-JEPA's 7-row/0.35s chunk shorter than the round trip; new open question U-40 (transport/horizon), transport fix (client-side resize to 224, two cameras) in flight; score.txt beside the CSV"
2026-09-03T14:29:47+02:00,"T6.1 ACT rollout a00 (checkpoint 100000, port 8767) — async control run for U-36: nearest splice, observation-time base, replan 8, --max-delta 0.05, wrists at fixed exposure 5000",t6a_a00_142947,"0f32375 (our clone ~/workspace/camelo-ebim-jo, --seed 0; checkpoint mounted read-only from the colleague's checkout)",julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T14:29:51,2026-09-03T14:30:21 (confirmed),"{""left(held)"": 0.0002; ""right"": 0.15 (leash-bound)}",0 (0 Rejecting),n/a,MECHANISM PASS / TASK: approaches the pad (U-36 answered),"581 ticks (30s, 20Hz); 65 chunks; starved 17; clamped 204; arrival_jump_rad mean 0.18; leash_active 19.6%; L2 to demo f200 min 0.21 at 26s (t=10: 1.24); gripper cmd min 0.64; command reversals ~92/joint after 10s; operator: ""way better but too aggressive"" -- approaches the pad. U-36 ANSWERED: the async loop approaches, the sync loop (R-78/R-80) does not -- the synchronous stop-and-go is off-distribution for this checkpoint, U-37's wrist-exposure fix was not the regression",outputs/rig/munich_2026-09-01/t6a_a00_142947/t6a_a00_142947.log,R-82; U-36 CLOSED (answered); score.txt beside the CSV (tools/rig_probes/score_t5_trace.py)
2026-09-03T14:51:15+02:00,"T6.1 ACT offset-splice line (checkpoint 100000, port 8767) — async, observation-time base, offset splice, --splice-ramp-ticks 20, replan 8, --max-delta 0.04; a01 then a02 x3 (one failed start, one 120s repeat)",t6a_a01_145115,"0f32375 (our clone ~/workspace/camelo-ebim-jo, --seed 0; checkpoint mounted read-only from the colleague's checkout)",julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T14:51:19 (a01); 14:52:54 (a02_145250); 14:53:37 (a02_145333); 14:54:33 (a02_145428),2026-09-03T14:51:49 (a01); 14:53:24 (a02_145250); 14:54:07 (a02_145333); 14:56:33 (a02_145428) -- all self-deactivation confirmed,"{""left(held)"": 0.0002; ""right"": 0.15 (leash-bound, additive offset)}",0 (0 Rejecting) across all four completed runs,n/a,MECHANISM PASS x4 / TASK: reaches the demo's grasp pose (best line measured),"a01 (t6a_a01_145115, 14:51): 588 ticks, 69 chunks, starved 0, clamped 55 (9.4%), arrival_jump 0.0 by construction, leash 71.9%, L2 to f200 0.33 at 10s / min 0.28 at 12s, gripper cmd min 0.68. Failed start at 14:52:07 (t6a_a01_145207): StartPoseNotReached, arm not re-homed (measured 1.58 rad off vs tol 0.10) -- nothing commanded, no CSV. a02 x3, re-run with --start-pose-tol widened past the off-pose gap rather than re-homing: t6a_a02_145250 (14:52): 587 ticks, starved 0, clamped 3 (0.5%), leash 76.7%, L2 0.45 at 10s / min 0.25 at 21s, gripper 0.68; t6a_a02_145333 (14:53): 588 ticks, clamped 4 (0.7%), leash 74.0%, L2 0.38 / min 0.25, gripper 0.75; t6a_a02_145428 (14:54, --seconds 120): 2375 ticks, 281 chunks, starved 0, clamped 3 (0.1%), leash 34.9%, L2 0.34 at 10s / min 0.08 at 24s, gripper command 0.20 (closed, measured 0.02). Operator: ""definitely the best""; physical outcome of the 120s run pending the operator's report. Interpretation: the offset splice removes the hand-over jump entirely (discontinuity carried as an additive correction bled off over 1s) and observation-time indexing skips the stale rows the arrival-time base kept re-committing to; high leash_active_pct here means the command leads the arm by <=0.15 rad continuously (tracking with lag, U-26), not a fault","outputs/rig/munich_2026-09-01/t6a_a01_145115/t6a_a01_145115.log; outputs/rig/munich_2026-09-01/t6a_a02_145250/, t6a_a02_145333/, t6a_a02_145428/",R-83; U-31 note added (offset splice measured best); score.txt beside each CSV (tools/rig_probes/score_t5_trace.py)
2026-09-03T14:58:52+02:00,"T6.1 VLA-JEPA rollout v02 (checkpoint 30000, port 8766) -- async, arrival-time base, offset splice, --splice-ramp-ticks 30, --replan-steps 1, client-side image resize + camera subset (head,wrist_right), --max-delta 0.04; operator Ctrl+C at 40s during teardown, controller already deactivated",t6v_v02_145852,"0f32375 + 343fb8c (wire: client-side image resize/JPEG quality and camera subset) (our clone ~/workspace/camelo-ebim-jo, --seed 0; checkpoint mounted read-only from the colleague's checkout)",julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T14:58:56,2026-09-03T14:59:36 (operator Ctrl+C at 40s during teardown; controller already deactivated),"{""left(held)"": 0.0002; ""right"": 0.15 (leash-bound, additive offset)}",0 (0 Rejecting),n/a,MECHANISM PASS / TASK ABSENT,"788 rows (81 chunks) over 39.5s; infer median 0.35s (dropping to two cameras -- head,wrist_right -- did not shorten it); clamped 268/778 (34.4%); L2 to demo f200 min 1.18 at 11s; arm wandered (right j4 -1.3, j6 1.0-1.7 rad); gripper cmd >= 0.97 but measured dipped to 0.39. Verdict: mechanism PASS, task ABSENT -- the transport trim did not fix the horizon/latency mismatch (U-40 open at run time, superseded by U-41 after v03)",outputs/rig/munich_2026-09-01/t6v_v02_145852/t6v_v02_145852.log,R-84 (v02); score.txt beside the CSV (tools/rig_probes/score_t5_trace.py); no chunk dump
2026-09-03T15:16:50+02:00,"T6.1 VLA-JEPA rollout v03 (checkpoint 30000, port 8766) -- async, observation-time base, offset splice, --splice-ramp-ticks 10, --replan-steps 1, client-side resize to 224x224 + camera subset (head,wrist_right)",t6v_v03_151650,"0f32375 + 343fb8c (our clone ~/workspace/camelo-ebim-jo, --seed 0; checkpoint mounted read-only from the colleague's checkout)",julian,<0.05,2026-09-03T09:5x,cameras up; watcher up,0 containers; 1 native + 3 workers,2026-09-03T15:16:55,2026-09-03T15:18:23 (confirmed),"{""left(held)"": 0.0002; ""right"": 0.15 (leash-bound, additive offset)}",0 (0 Rejecting),n/a,MECHANISM PASS / TASK ABSENT,"1762 rows (331 chunks) over 88.35s; RTT 0.225s at the 17kB resized payload (vs 0.24s at the original 117kB -- the round trip is network latency plus server compute, not payload size); clamped 20/1750 (1.1%); L2 to demo f200 min 1.66; gripper cmd 0.99. Operator: ""super slow, basically did not move"" -- the executor holds most ticks since 0.22s of the 0.35s chunk is already gone at arrival. Verdict: VLA-JEPA cannot be run properly over the ebimHP->EC2 link (0.35s chunk horizon < measured RTT); not a checkpoint verdict",outputs/rig/munich_2026-09-01/t6v_v03_151650/t6v_v03_151650.log,R-84 (v03); U-40 superseded by U-41 (VLA-JEPA needs local serving); score.txt beside the CSV
